Hospital_ID,Hospital_Name,Academic_Medical_Center,City,State,Patients,Perc_Readmitted_30d,Perc_PrimaryCare_14d,Perc_Emergency_30d
100026,Bay Medical Center,NO,Panama City,FL,1211,14.8,34.1,18.1
100028,Parrish Medical Center,NO,Titusville,FL,512,12.9,23.5,17.2
100030,Health Central,NO,Ocoee,FL,342,12.4,29.9,14.1
100032,Bayfront Medical Center,NO,Saint Petersburg,FL,850,12.4,21.2,14.5
100034,Mount Sinai Medical Center,NO,Miami Beach,FL,1347,13.1,22.3,14.1
100035,Manatee Memorial Hospital,NO,Bradenton,FL,1213,11.9,25.6,14.3
100038,Memorial Regional Hospital,NO,Hollywood,FL,1034,14.9,18.8,18.1
100039,Broward General Medical Center,NO,Fort Lauderdale,FL,500,13.8,27.7,16.4
100040,St. Vincent's Medical Center,NO,Jacksonville,FL,2686,15.0,23.2,14.3
100043,Mease Hospital Dunedin,NO,Dunedin,FL,411,10.0,25.8,11.5
100044,Martin Memorial Health Systems,NO,Stuart,FL,1949,9.7,19.0,13.8
100045,Florida Hospital De Land,NO,Deland,FL,368,12.4,26.7,13.7
100046,Florida Hospital Zephyrhills,NO,Zephyrhills,FL,638,15.3,32.3,20.1
100047,Charlotte Regional Med Ctr,NO,Punta Gorda,FL,1225,13.1,29.3,15.2
100049,Highlands Regional Med Ctr,NO,Sebring,FL,344,10.9,34.3,15.1
100050,Palm Springs General Hospital,NO,Hialeah,FL,249,21.1,26.0,23.0
100051,South Lake Hospital,NO,Clermont,FL,350,12.2,23.4,17.1
100052,Winter Haven Hospital,NO,Winter Haven,FL,985,14.8,33.2,15.4
100053,Hialeah Hospital,NO,Hialeah,FL,241,17.1,32.6,16.7
100055,Helen Ellis Memorial Hospital,NO,Tarpon Springs,FL,354,10.7,27.6,11.0
100057,Florida Hospital Waterman,NO,Tavares,FL,1201,12.0,30.6,14.8
100061,Mercy Hospital,NO,Miami,FL,897,12.1,22.8,12.9
100062,Munroe Regional Medical Center,NO,Ocala,FL,2645,12.4,28.8,11.6
100067,St. Anthony's Hospital,NO,Saint Petersburg,FL,628,12.6,22.5,12.4
100068,Florida Hospital Ormond Memorial,NO,Ormond Beach,FL,900,12.4,26.4,16.1
100069,University Comm Hosp-Carrollwood,NO,Tampa,FL,287,10.5,13.2,10.4
100070,Venice Regional Medical Center,NO,Venice,FL,2009,10.4,16.5,13.7
100071,Brooksville Regional Hospital,NO,Brooksville,FL,376,13.7,31.2,16.0
100072,Florida Hospital Fish Memorial,NO,Orange City,FL,379,14.8,30.4,16.0
100073,Holy Cross Hospital,NO,Fort Lauderdale,FL,1957,10.2,25.2,13.1
100075,St. Joseph's Hospital,NO,Tampa,FL,1549,13.7,21.3,13.2
100077,Peace River Regional Med Ctr,NO,Port Charlotte,FL,568,13.9,23.1,14.4
100080,JFK Medical Center,NO,Atlantis,FL,1639,14.0,36.8,16.2
100084,Leesburg Regional Medical Center,NO,Leesburg,FL,2510,13.0,25.4,15.4
100086,North Broward Medical Center,NO,Pompano Beach,FL,426,16.8,24.6,18.8
100087,Sarasota Memorial Hospital,NO,Sarasota,FL,3199,10.6,17.8,14.0
100088,Baptist Medical Center,NO,Jacksonville,FL,1779,14.4,23.8,16.7
100090,Flagler Hospital,NO,Saint Augustine,FL,1038,12.9,27.5,11.6
100092,Wuesthoff Medical Center,NO,Rockledge,FL,894,14.4,26.4,16.0
100093,Baptist Hospital,NO,Pensacola,FL,859,14.0,18.5,16.2
100105,Indian River Medical Center,NO,Vero Beach,FL,1857,10.1,15.1,12.1
100109,Florida Hospital Heartland,NO,Sebring,FL,655,14.4,21.3,15.9
100110,Osceola Regional Medical Center,NO,Kissimmee,FL,614,19.6,27.7,19.6
100113,Shands at the University of FL,YES,Gainesville,FL,2173,16.1,24.7,16.6
100117,Baptist Medical Center Beaches,NO,Jacksonville Beach,FL,309,10.2,0.0,14.3
100118,Florida Hospital Flagler,NO,Palm Coast,FL,498,9.5,20.2,14.9
100122,North Okaloosa Medical Center,NO,Crestview,FL,342,12.6,18.3,16.2
100126,Palms of Pasadena Hospital,NO,Saint Petersburg,FL,432,12.6,32.2,12.8
100127,Morton Plant Hospital,NO,Clearwater,FL,2108,12.5,20.0,12.3
100128,Tampa General Hospital,YES,Tampa,FL,1950,14.1,18.5,15.5
100131,Aventura Hosp & Med Ctr,NO,Aventura,FL,761,16.5,26.5,15.4
100135,Tallahassee Memorial HealthCare,NO,Tallahassee,FL,1266,11.0,20.8,13.4
100137,Heart of Florida Reg Med Ctr,NO,Davenport,FL,668,11.9,20.6,11.7
100151,St. Luke's Hospital / Mayo Clinic,NO,Jacksonville,FL,2143,9.7,19.8,15.1
100154,South Miami Hospital,NO,Miami,FL,697,15.7,19.4,19.1
100157,Lakeland Regional Medical Center,NO,Lakeland,FL,2406,13.6,24.4,14.4
100161,Central Florida Regional Hosp,NO,Sanford,FL,629,13.3,33.8,12.2
100166,Doctors Hospital of Sarasota,NO,Sarasota,FL,1235,6.7,10.9,9.8
100168,Boca Raton Community Hospital,NO,Boca Raton,FL,1974,12.2,28.3,10.4
100173,University Community Hospital,NO,Tampa,FL,1191,13.9,25.4,15.2
100176,Palm Beach Gardens Med Ctr,NO,Palm Beach Gardens,FL,1426,15.3,29.0,16.3
100177,Cape Canaveral Hospital,NO,Cocoa Beach,FL,356,8.3,27.7,13.2
100179,Memorial Hosp of Jacksonville,NO,Jacksonville,FL,1133,16.3,20.8,17.3
100180,St. Petersburg General Hospital,NO,Saint Petersburg,FL,310,17.1,26.0,19.9
100183,Coral Gables Hospital,NO,Coral Gables,FL,239,14.9,20.7,18.2
100187,Palmetto General Hospital,NO,Hialeah,FL,666,18.3,31.8,18.6
100189,Northwest Medical Center,NO,Margate,FL,395,14.7,37.8,15.9
100191,Community Hospital,NO,New Port Richey,FL,611,13.8,26.8,12.2
100200,Imperial Point Medical Center,NO,Fort Lauderdale,FL,235,14.9,23.3,16.9
100204,North Florida Regional Med Ctr,NO,Gainesville,FL,2728,11.4,21.4,13.8
100206,Memorial Hospital of Tampa,NO,Tampa,FL,242,15.7,25.1,18.9
100209,Kendall Regional Medical Center,NO,Miami,FL,479,16.2,25.9,18.9
100210,Florida Medical Center,NO,Lauderdale Lakes,FL,344,15.4,32.6,17.3
100211,Pasco Regional Medical Center,NO,Dade City,FL,226,15.3,18.3,17.0
100212,Ocala Regional Medical Center,NO,Ocala,FL,1747,11.2,24.2,12.3
100213,Blake Medical Center,NO,Bradenton,FL,1618,11.1,28.5,13.0
100217,Sebastian River Medical Center,NO,Sebastian,FL,397,14.6,27.3,16.5
100220,SW Florida Regional Med Ctr,NO,Fort Myers,FL,1901,12.3,22.9,12.6
100223,Fort Walton Beach Medical Center,NO,Ft Walton Beach,FL,1152,12.8,24.7,14.6
100224,University Hospital,NO,Tamarac,FL,343,15.7,29.8,19.1
100226,Orange Park Medical Center,NO,Orange Park,FL,519,10.8,25.0,15.1
100228,Westside Regional Medical Center,NO,Plantation,FL,559,14.6,24.7,18.8
100231,West Florida Hospital,NO,Pensacola,FL,954,12.1,16.1,18.1
100232,Putnam Community Medical Center,NO,Palatka,FL,274,11.1,31.3,12.2
100236,Fawcett Memorial Hospital,NO,Port Charlotte,FL,1040,12.2,27.6,13.4
100238,Northside Hosp & Heart Institute,NO,Saint Petersburg,FL,534,17.3,25.2,17.3
100239,Edward White Hospital,NO,Saint Petersburg,FL,194,12.6,0.0,14.6
100242,Gulf Coast Medical Center,NO,Panama City,FL,870,11.5,21.4,12.8
100243,Brandon Regional Hospital,NO,Brandon,FL,922,15.5,37.1,17.3
100244,Cape Coral Hospital,NO,Cape Coral,FL,1161,10.6,16.9,12.6
100246,Lawnwood Regional Medical Center,NO,Fort Pierce,FL,753,15.4,23.9,16.7
100248,Largo Medical Center,NO,Largo,FL,1697,10.0,19.0,11.8
100249,Seven Rivers Regional Med Ctr,NO,Crystal River,FL,724,11.5,22.1,12.9
100253,Jupiter Medical Center,NO,Jupiter,FL,919,10.9,26.2,13.4
100254,Capital Regional Medical Center,NO,Tallahassee,FL,436,12.8,18.3,17.1
100256,Regional Medical Center,NO,Hudson,FL,1203,15.5,25.0,15.4
100258,Delray Medical Center,NO,Delray Beach,FL,2248,12.4,27.7,14.3
100259,South Bay Hospital,NO,Sun City Center,FL,425,16.7,37.9,19.2
100260,St. Lucie Medical Center,NO,Port Saint Lucie,FL,1085,9.8,19.7,13.0
100264,Oak Hill Hospital,NO,Brooksville,FL,1297,12.0,31.2,14.8
100265,Mease Countryside Hospital,NO,Safety Harbor,FL,964,14.1,32.5,13.9
100266,Gulf Breeze Hospital,NO,Gulf Breeze,FL,396,10.4,23.8,14.0
100267,Englewood Community Hospital,NO,Englewood,FL,338,9.9,17.5,11.9
100268,West Boca Medical Center,NO,Boca Raton,FL,254,17.0,32.9,18.5
100269,Palms West Hospital,NO,Loxahatchee,FL,216,18.7,28.3,20.1
100271,H. Lee Moffitt Cancer Center,NO,Tampa,FL,881,16.8,14.6,16.0
100275,Wellington Regional Med Ctr,NO,Wellington,FL,261,12.3,31.9,15.6
100276,Coral Springs Medical Center,NO,Coral Springs,FL,265,14.8,28.4,14.4
100281,Memorial Hospital West,NO,Pembroke Pines,FL,424,16.1,22.4,21.0
100286,Physicians Regional Med Ctr,NO,Naples,FL,1017,12.2,19.1,16.8
100287,Good Samaritan Medical Center,NO,West Palm Beach,FL,633,12.9,24.6,13.3
100288,St. Mary's Medical Center,NO,West Palm Beach,FL,229,13.3,0.0,14.2
100289,Cleveland Clinic Florida,NO,Weston,FL,925,13.3,16.5,16.1
100290,The Villages Regional Hospital,NO,The Villages,FL,832,13.6,25.0,14.7
100291,Wuesthoff Medical Center,NO,Melbourne,FL,309,15.3,27.1,15.2
100292,Sacred Heart Hospital,NO,Miramar Beach,FL,353,8.9,15.7,17.4
100296,Doctors Hospital,NO,Coral Gables,FL,384,15.3,18.5,19.9
100299,Lakewood Ranch Medical Center,NO,Bradenton,FL,275,15.1,29.1,18.3
100307,St. Luke's Hospital,NO,Jacksonville,FL,367,13.9,12.5,14.6
110001,Hamilton Medical Center,NO,Dalton,GA,605,10.7,23.6,15.6
110002,Upson Regional Medical Center,NO,Thomaston,GA,217,9.9,18.1,12.6
110003,Satilla Regional Medical Center,NO,Waycross,GA,294,16.1,20.3,20.1
110005,Northside Hospital Forsyth,NO,Cumming,GA,482,14.6,20.4,22.0
110006,St. Mary's Health Care System,NO,Athens,GA,776,6.7,11.7,10.7
110007,Phoebe Putney Memorial Hospital,NO,Albany,GA,931,11.3,22.9,14.6
110008,Northside Hospital - Cherokee,NO,Canton,GA,221,11.1,14.2,16.2
110010,Emory University Hospital,YES,Atlanta,GA,2176,12.2,18.1,15.1
110011,Tanner Medical Center,NO,Carrollton,GA,564,15.1,11.6,16.8
110016,West Georgia Health System,NO,Lagrange,GA,268,14.9,26.9,18.8
110018,Newton Medical Center,NO,Covington,GA,279,10.8,21.8,14.0
110024,St. Joseph's/Candler-Candler Hospital,NO,Savannah,GA,388,15.8,22.9,15.4
110025,Southeast Georgia Health System,NO,Brunswick,GA,710,10.6,11.5,12.8
110028,University Health Care System,NO,Augusta,GA,1889,12.2,13.4,14.3
110029,Northeast Georgia Medical Center,NO,Gainesville,GA,2222,10.6,19.7,15.4
110030,Cartersville Medical Center,NO,Cartersville,GA,287,11.7,15.0,14.9
110031,Spalding Regional Medical Center,NO,Griffin,GA,347,13.3,20.2,14.4
110034,Medical College of Georgia Hosp,YES,Augusta,GA,507,16.0,16.9,17.4
110035,WellStar Kennestone Hospital,NO,Marietta,GA,2365,13.8,15.1,15.7
110036,Memorial Health,NO,Savannah,GA,1529,10.8,20.3,14.1
110038,John D. Archbold Memorial Hosp,NO,Thomasville,GA,641,11.2,19.8,11.0
110039,Trinity Hospital of Augusta,NO,Augusta,GA,346,9.9,9.2,11.0
110043,St. Joseph's/Candler-St. Joseph's Hosp,NO,Savannah,GA,1478,9.3,18.0,12.6
110054,Floyd Medical Center,NO,Rome,GA,578,14.7,15.1,17.1
110064,The Medical Center,NO,Columbus,GA,333,10.4,22.2,13.5
110069,Houston Medical Center,NO,Warner Robins,GA,439,13.2,22.2,15.2
110074,Athens Regional Medical Center,NO,Athens,GA,1262,10.2,19.8,12.9
110075,East Georgia Regional Med Ctr,NO,Statesboro,GA,237,17.0,36.0,16.2
110076,DeKalb Medical Center,NO,Decatur,GA,715,15.7,11.8,16.8
110078,Emory Crawford Long Hospital,NO,Atlanta,GA,1526,12.7,20.8,13.9
110079,Grady Memorial Hospital,YES,Atlanta,GA,217,13.0,10.4,16.6
110082,St. Joseph's Hospital of Atlanta,NO,Atlanta,GA,2305,12.5,13.8,17.0
110083,Piedmont Hospital,NO,Atlanta,GA,2292,11.8,17.0,15.5
110087,Gwinnett Hospital System,NO,Lawrenceville,GA,1005,13.5,16.1,18.7
110091,Rockdale Medical Center,NO,Conyers,GA,279,17.7,27.8,17.5
110095,Tift Regional Medical Center,NO,Tifton,GA,636,11.8,22.0,14.9
110107,Medical Ctr of Central Georgia,NO,Macon,GA,2264,14.0,24.6,16.2
110115,Atlanta Medical Center,NO,Atlanta,GA,295,14.8,19.2,17.7
110122,South Georgia Medical Center,NO,Valdosta,GA,945,12.1,21.9,14.1
110129,St. Francis Hospital,NO,Columbus,GA,1377,11.7,24.6,15.6
110143,WellStar Cobb Hospital,NO,Austell,GA,745,14.2,19.5,17.2
110161,Northside Hospital,NO,Atlanta,GA,667,10.7,12.0,16.2
110163,Palmyra Medical Centers,NO,Albany,GA,337,8.7,17.7,12.4
110164,Coliseum Medical Centers,NO,Macon,GA,688,14.9,21.3,16.9
110165,Southern Regional Medical Center,NO,Riverdale,GA,531,12.3,13.8,11.5
110168,Redmond Regional Medical Center,NO,Rome,GA,1428,12.0,20.4,20.1
110177,Doctors Hospital,NO,Augusta,GA,589,10.5,12.3,9.5
110191,Henry Medical Center,NO,Stockbridge,GA,537,9.7,15.4,12.3
110192,Emory Eastside Medical Center,NO,Snellville,GA,439,13.2,9.3,16.5
110198,North Fulton Regional Hospital,NO,Roswell,GA,358,13.7,11.2,17.7
110201,Coliseum Northside Hospital,NO,Macon,GA,288,11.5,21.8,16.8
110215,Piedmont Fayette Hospital,NO,Fayetteville,GA,656,9.2,16.6,14.2
110229,Piedmont Newnan Hospital Inc,NO,Newnan,GA,301,9.5,16.6,12.5
120001,Queen's Medical Center,NO,Honolulu,HI,1317,10.9,29.7,14.6
120006,Castle Medical Center,NO,Kailua,HI,222,9.4,38.7,14.3
120007,Kuakini Medical Center,NO,Honolulu,HI,502,11.0,26.8,12.0
120010,Hawaii Medical Center East,NO,Honolulu,HI,222,11.7,35.2,16.3
120022,Straub Clinic & Hospital,NO,Honolulu,HI,621,9.3,28.7,14.4
120026,Kapiolani Med Ctr at Pali Momi,NO,Aiea,HI,321,12.3,27.3,18.8
130002,St. Luke's Magic Valley Med Ctr,NO,Twin Falls,ID,711,9.6,15.0,13.5
130003,St. Joseph Regional Med Ctr,NO,Lewiston,ID,389,10.0,11.0,15.2
130006,St. Luke's Regional Med Ctr,NO,Boise,ID,1622,10.1,13.3,15.3
130007,St. Alphonsus Regional Med Ctr,NO,Boise,ID,1350,8.6,12.0,12.8
130013,Mercy Medical Center,NO,Nampa,ID,217,8.9,29.9,15.3
130018,Eastern Idaho Regional Med Ctr,NO,Idaho Falls,ID,766,9.8,16.5,12.9
130028,Portneuf Medical Center,NO,Pocatello,ID,473,8.3,17.6,10.4
130049,Kootenai Medical Center,NO,Coeur D'alene,ID,1037,9.9,19.5,14.6
140002,Alton Memorial Hospital,NO,Alton,IL,345,14.3,24.7,16.6
140007,Provena St. Joseph Med Ctr,NO,Joliet,IL,1215,17.7,26.5,17.5
140008,Gottlieb Memorial Hospital,NO,Melrose Park,IL,565,11.4,33.2,11.7
140010,Evanston Northwestern Healthcare,NO,Evanston,IL,2768,12.8,23.9,17.3
140011,Herrin Hospital,NO,Herrin,IL,219,11.4,0.0,16.0
140013,Proctor Hospital,NO,Peoria,IL,585,15.3,20.6,16.8
140015,Blessing Hospital,NO,Quincy,IL,816,13.5,19.1,16.0
140029,Rush-Copley Medical Center,NO,Aurora,IL,641,8.2,28.2,14.2
140030,Sherman Hospital,NO,Elgin,IL,714,14.2,29.7,13.7
140032,St. Anthony's Memorial Hospital,NO,Effingham,IL,712,11.8,18.4,12.8
140034,St. Mary's Hospital,NO,Centralia,IL,208,14.8,19.8,15.3
140040,Galesburg Cottage Hospital,NO,Galesburg,IL,279,16.2,14.5,12.6
140043,CGH Medical Center,NO,Sterling,IL,432,14.0,21.3,14.7
140046,Good Samaritan Reg Health Ctr,NO,Mount Vernon,IL,719,11.9,19.8,18.7
140048,Advocate Trinity Hospital,NO,Chicago,IL,216,15.4,31.1,16.5
140049,West Suburban Medical Center,NO,Oak Park,IL,315,12.2,29.8,9.4
140051,Rush North Shore Medical Center,NO,Skokie,IL,1217,11.8,31.2,14.8
140052,St. Anthony's Health Center,NO,Alton,IL,218,14.2,0.0,14.2
140053,St. John's Hospital,NO,Springfield,IL,2074,12.6,37.1,15.0
140054,MacNeal Hospital,NO,Berwyn,IL,601,17.0,34.9,14.1
140058,Passavant Area Hospital,NO,Jacksonville,IL,266,10.3,0.0,15.7
140062,Palos Community Hospital,NO,Palos Heights,IL,1517,14.9,35.2,16.7
140063,Rush Oak Park Hospital,NO,Oak Park,IL,231,11.8,27.4,6.7
140064,OSF St. Mary Medical Center,NO,Galesburg,IL,313,15.4,24.4,17.5
140065,Adventist La Grange Mem Hosp,NO,La Grange,IL,803,12.3,34.3,15.8
140067,OSF St. Francis Medical Center,NO,Peoria,IL,2013,15.8,21.6,18.1
140080,St. Francis Hospital,NO,Evanston,IL,502,14.4,29.9,17.3
140082,Louis A. Weiss Memorial Hospital,NO,Chicago,IL,405,20.2,25.7,17.0
140084,Vista Medical Center East,NO,Waukegan,IL,474,12.3,37.4,12.1
140088,University of Chicago Hospital,YES,Chicago,IL,1282,14.4,16.9,16.6
140091,Carle Foundation Hospital,NO,Urbana,IL,1321,14.8,26.1,18.7
140101,Morris Hosp & Healthcare Centers,NO,Morris,IL,333,15.2,18.1,19.5
140113,Provena Covenant Medical Center,NO,Urbana,IL,553,11.4,19.5,15.6
140114,Swedish Covenant Hospital,NO,Chicago,IL,686,16.5,31.5,15.6
140116,Centegra Northern IL Med Ctr,NO,Mchenry,IL,730,17.2,47.1,18.0
140117,Resurrection Medical Center,NO,Chicago,IL,1692,14.7,24.5,13.2
140118,St. Francis Hosp & Health Center,NO,Blue Island,IL,577,15.5,21.4,16.7
140119,Rush University Medical Center,YES,Chicago,IL,1992,11.7,12.7,14.0
140120,Pekin Hospital,NO,Pekin,IL,232,8.7,0.0,12.1
140122,Adventist Hinsdale Hospital,NO,Hinsdale,IL,983,11.9,25.9,16.4
140127,BroMenn Healthcare System,NO,Normal,IL,730,10.5,20.2,16.3
140130,Lake Forest Hospital,NO,Lake Forest,IL,499,11.3,24.9,12.3
140133,Holy Cross Hospital,NO,Chicago,IL,252,17.3,33.4,13.7
140135,Decatur Memorial Hospital,NO,Decatur,IL,1144,11.9,22.7,12.7
140148,Memorial Medical Center,NO,Springfield,IL,2623,13.7,27.7,17.4
140150,Univ of IL Med Ctr at Chicago,NO,Chicago,IL,361,20.6,16.5,21.2
140155,Provena St. Mary's Hospital,NO,Kankakee,IL,357,16.6,32.2,18.0
140158,Mercy Hospital & Med Ctr,NO,Chicago,IL,436,16.4,29.8,20.6
140160,FHN Memorial Hospital,NO,Freeport,IL,275,12.6,30.4,17.5
140162,OSF St. Joseph Medical Center,NO,Bloomington,IL,544,11.0,18.9,15.9
140164,Memorial Hospital of Carbondale,NO,Carbondale,IL,845,13.0,26.7,17.4
140166,St. Mary's Hospital,NO,Decatur,IL,334,11.6,23.3,14.5
140172,St. James Hosps & Health Centers,NO,Olympia Fields,IL,978,16.4,28.5,15.3
140174,Provena Mercy Medical Center,NO,Aurora,IL,436,15.7,31.1,19.4
140176,Centegra Memorial Medical Center,NO,Woodstock,IL,361,13.6,25.1,16.1
140179,Little Company of Mary Hospital,NO,Evergreen Park,IL,592,14.4,24.5,14.6
140180,St Mary & Elizabeth-St Mary,NO,Chicago,IL,392,18.9,25.7,16.7
140182,Advocate IL Masonic Med Ctr,NO,Chicago,IL,397,18.3,29.4,20.0
140184,Heartland Regional Med Ctr,NO,Marion,IL,465,16.0,22.3,17.5
140185,Memorial Hospital,NO,Belleville,IL,861,14.5,25.3,16.5
140186,Riverside Medical Center,NO,Kankakee,IL,1077,13.3,45.7,16.7
140187,St. Elizabeth's Hospital,NO,Belleville,IL,662,12.4,20.0,13.0
140189,Sarah Bush Lincoln Health Center,NO,Mattoon,IL,237,10.7,0.0,12.3
140191,Ingalls Memorial Hospital,NO,Harvey,IL,827,12.4,28.1,11.6
140200,Elmhurst Memorial Hospital,NO,Elmhurst,IL,1144,10.4,41.4,11.7
140202,Condell Medical Center,NO,Libertyville,IL,878,12.9,40.6,14.5
140208,Advocate Christ Medical Center,NO,Oak Lawn,IL,2212,16.7,32.2,15.4
140209,Methodist Med Ctr of Illinois,NO,Peoria,IL,1011,11.5,19.4,16.5
140211,Delnor-Community Hospital,NO,Geneva,IL,768,11.0,26.8,15.3
140213,Silver Cross Hospital,NO,Joliet,IL,640,14.5,26.9,15.7
140217,Provena St. Joseph Hospital,NO,Elgin,IL,518,14.1,36.4,12.7
140223,Advocate Lutheran General Hosp,NO,Park Ridge,IL,1684,13.1,30.0,14.8
140224,St. Joseph Hospital,NO,Chicago,IL,474,14.2,33.1,12.4
140228,SwedishAmerican Hospital,NO,Rockford,IL,777,14.0,31.6,16.6
140231,Edward Hospital,NO,Naperville,IL,1227,10.8,28.0,14.5
140233,OSF St. Anthony Medical Center,NO,Rockford,IL,1007,13.1,28.7,18.8
140234,Illinois Valley Community Hosp,NO,Peru,IL,256,13.0,11.3,16.0
140239,Rockford Memorial Hospital,NO,Rockford,IL,891,15.1,19.2,17.5
140240,Westlake Hospital,NO,Melrose Park,IL,214,17.8,43.1,14.2
140242,Central DuPage Hospital,NO,Winfield,IL,1736,10.9,24.3,14.9
140250,Advocate South Suburban Hospital,NO,Hazel Crest,IL,386,14.4,38.2,12.9
140251,Our Lady of Resurrection Center,NO,Chicago,IL,385,15.3,38.0,12.8
140252,Northwest Community Healthcare,NO,Arlington Heights,IL,2053,13.3,30.0,16.7
140258,Alexian Brothers Medical Center,NO,Elk Grove Village,IL,1558,14.5,32.4,14.7
140275,Genesis Med Ctr Illini Campus,NO,Silvis,IL,318,10.8,24.3,17.5
140276,Loyola University Medical Center,YES,Maywood,IL,1673,16.0,11.3,16.9
140280,Trinity Medical Center-West,NO,Rock Island,IL,1195,11.4,20.5,14.8
140281,Northwestern Memorial Hospital,YES,Chicago,IL,2498,13.7,19.5,15.4
140286,Kishwaukee Community Hospital,NO,Dekalb,IL,296,8.0,34.9,11.3
140288,Advocate Good Samaritan Hospital,NO,Downers Grove,IL,1421,13.4,25.8,15.2
140289,Anderson Hospital,NO,Maryville,IL,429,11.6,17.8,12.3
140290,St. Alexius Medical Center,NO,Hoffman Estates,IL,731,18.1,38.2,14.7
140291,Advocate Good Shepherd Hospital,NO,Barrington,IL,811,14.0,30.9,15.6
150002,Methodist Hospitals,NO,Gary,IN,692,16.1,27.6,15.7
150003,St. Elizabeth Medical Center,NO,Lafayette,IN,523,10.2,25.9,15.9
150004,St. Margaret Mercy Health Ctrs,NO,Hammond,IN,511,17.7,30.9,16.2
150005,Hendricks Regional Health,NO,Danville,IN,254,14.2,0.0,19.3
150006,La Porte Regional Health System,NO,La Porte,IN,390,9.5,16.9,13.9
150007,Howard Regional Health System,NO,Kokomo,IN,329,11.9,17.0,16.1
150008,St. Catherine Hospital,NO,East Chicago,IN,289,12.6,30.0,11.1
150009,Clark Memorial Hospital,NO,Jeffersonville,IN,581,13.7,30.6,19.1
150010,St. Joseph Hospital,NO,Kokomo,IN,354,12.3,27.5,14.3
150011,Marion General Hospital,NO,Marion,IN,354,9.9,14.4,15.2
150012,St Joseph Reg Med Ctr-South Bend,NO,South Bend,IN,1294,9.1,17.7,15.2
150015,St. Anthony Memorial,NO,Michigan City,IN,325,10.6,25.0,15.5
150017,Lutheran Hospital of Indiana,NO,Fort Wayne,IN,1298,13.3,21.2,14.7
150018,Elkhart General Hospital,NO,Elkhart,IN,1041,10.8,16.0,13.1
150021,Parkview Hospital,NO,Fort Wayne,IN,1123,13.1,15.1,19.3
150023,Union Hospital,NO,Terre Haute,IN,1143,14.1,28.8,16.9
150026,Goshen General Hospital,NO,Goshen,IN,398,9.6,17.5,11.6
150030,Henry County Memorial Hospital,NO,New Castle,IN,284,7.5,21.0,14.5
150033,St. Francis Hosp & Health Ctrs,NO,Beech Grove,IN,655,11.1,14.6,14.0
150034,St. Mary Medical Center,NO,Hobart,IN,727,13.8,24.8,13.6
150035,Porter-Valparaiso Hosp Campus,NO,Valparaiso,IN,948,11.1,19.4,13.1
150037,Hancock Regional Hospital,NO,Greenfield,IN,268,6.5,21.1,15.1
150042,Good Samaritan Hospital,NO,Vincennes,IN,568,10.8,23.4,19.1
150044,Floyd Memorial Hosp & Hlth Svcs,NO,New Albany,IN,785,15.4,25.0,17.6
150046,Terre Haute Regional Hospital,NO,Terre Haute,IN,402,14.2,30.0,16.4
150047,St. Joseph Hospital,NO,Fort Wayne,IN,204,12.8,14.7,12.8
150048,Reid Hosp & Health Care Services,NO,Richmond,IN,948,12.9,25.1,15.4
150051,Bloomington Hospital,NO,Bloomington,IN,1053,10.1,14.6,15.6
150056,Clarian Health Partners,YES,Indianapolis,IN,2465,15.5,24.5,19.1
150058,Memorial Hospital of South Bend,NO,South Bend,IN,1432,7.8,14.9,12.6
150059,Riverview Hospital,NO,Noblesville,IN,380,12.3,19.9,11.2
150074,Community Hospital East,NO,Indianapolis,IN,528,12.0,16.8,17.5
150082,Deaconess Hospital,NO,Evansville,IN,1762,12.0,29.4,14.5
150084,St. Vincent Indianapolis Hospital,NO,Indianapolis,IN,2651,11.9,20.9,15.2
150088,St. John's Health System,NO,Anderson,IN,397,8.2,16.6,12.8
150089,Ball Memorial Hospital,NO,Muncie,IN,1395,9.5,22.4,14.6
150090,St. Margaret Mercy Hlthcare Ctrs,NO,Dyer,IN,436,12.6,23.7,14.7
150100,St. Mary's Medical Center,NO,Evansville,IN,1298,13.7,19.0,15.6
150109,St Elizabeth Regional Health,NO,Lafayette,IN,512,11.8,20.4,13.3
150112,Columbus Regional Hospital,NO,Columbus,IN,511,8.5,14.3,12.8
150113,Comm Hosp-Anderson & Madison Cty,NO,Anderson,IN,346,13.0,15.0,13.6
150115,Memorial Hosp & Health Care Ctr,NO,Jasper,IN,586,10.7,22.2,9.8
150125,Community Hospital,NO,Munster,IN,1853,15.2,20.9,14.0
150126,St. Anthony Medical Center,NO,Crown Point,IN,728,14.6,24.1,15.0
150128,Community Hospital South Inc.,NO,Indianapolis,IN,578,9.4,16.7,12.7
150150,Dupont Hospital,NO,Fort Wayne,IN,265,9.3,9.0,12.0
150153,St Vincent Heart Center,NO,Indianapolis,IN,1294,11.0,35.0,17.3
150154,Indiana Heart Hospital,NO,Indianapolis,IN,722,20.1,15.5,21.7
150157,St. Vincent Carmel Hosp Inc.,NO,Carmel,IN,427,11.4,19.9,16.0
150158,Indiana University Health West Hospital,NO,Avon,IN,209,7.8,22.9,15.5
150161,Indiana University Health North Hospital,NO,Carmel,IN,541,10.9,15.4,15.2
150162,St Francis Hosp & Hlth Centers,NO,Indianapolis,IN,831,15.1,14.8,19.7
150169,Community Hospital North,NO,Indianapolis,IN,706,10.9,11.9,16.2
150173,Clarian-Arnett Health System Inc,NO,Lafayette,IN,275,11.7,21.2,15.8
